Insurance Company,Product,Age,Premiums,Insurance Policy fees and provisions,Payments,Benefits,Riders benifits,Product info,Face Amounts,More info,Underwriting classes and process,Description
American Amicable,Family choice,0 - 49,"Premium Paying Period: To age 110
Modal Factors:
Monthly EFT 0.088
Quarterly 0.262
Semi-Annual 0.519",$30 (Commissionable),,"Minimum Death Benefit: $10,000
Maximum Immediate Death Benefit: Ages 0 to 49: $35,000
Maximum Return of Premium Death Benefit: Ages 18 to 49: $20,000
Immediate Death Benefit This plan is a simplified issue whole life policy with a level death benefit of 
100% of the face amount paid immediately.
Return of Premium Benefit
This plan is a simplified issue whole life policy policy which pays return of 
premium plus 10% interest if death occurs during the first three years. 100%
paid after graded period. 100% paid for accidental death, all years","Level Term Insurance Rider (Available on spouse only) All plans
Waiver of Premium Disability Agreement (WP) Not Available on ROP Plan
Children's Insurance Agreement (CIA) Not Available on ROP Plan
Accidental Death Benefit Agreement (ADB) Not Available on ROP Plan","Terminal Illness Accelerated Death Benefit Rider* All plans
Accelerated Death Benefits Rider-Confined Care* Not Available on ROP Plan",,,,
American Amicable,FAMILY PROTECTOR FAMILY PLAN,0 - 49,"Premium Paying Period: To age 110
Monthly EFT 0.088
Quarterly 0.262
Semi-Annual 0.519",$80 ($50 Commissionable),,"Minimum Death Benefit: $10,000
Maximum Immediate Death Benefit: Ages 0 to 49: $35,000
Maximum Return of Premium Death Benefit: Ages 18 to 49: $20,000
Immediate Death Benefit This plan is a simplified issue whole life policy with a level death benefit of 100% 
of the face amount paid immediately.
Return of Premium Benefit
This plan is a simplified issue whole life policy policy which pays return of
premium plus 10% interest if death occurs during the first three years. 100%
paid after graded period. 100% paid for accidental death, all years","Level Term Insurance Rider (Available on spouse only) All plans
Waiver of Premium Rider (WP) Not Available on ROP Plan
Children's Insurance Agreement (CIA) Not Available on ROP Plan
Accidental Death Benefit Agreement (ADB) Not Available on ROP Plan","Terminal Illness Accelerated Death Benefit Rider* All plans
Accelerated Benefit Confined Care Rider* Not Available on ROP Plan",,,,
American Amicable,FAMILY PROTECTOR LEGACY PLAN,50-85,"Modal Factors:
Monthly EFT 0.088
Quarterly 0.262
Semi-Annual 0.519",$80 (Commissionable),,"Minimum Death Benefit: $2,500 ($5,000 in Washington)
Maximum Immediate Death Benefit: Ages 50 to 75: $50,000
Ages 76 to 85: $25,000
Maximum Graded Death Benefit: Ages 50 to 85: $25,000
Maximum Return of Premium Death Benefit: Ages 50 to 85: $25,000","Grandchild Rider (also covers Great-grandchildren) All plans
Nursing Home Waiver of Premium Rider Immediate Death Benefit Only
Children's Insurance Agreement Not Available on ROP Plan
Accidental Death Benefit Agreement Not Available on ROP Plan","Terminal Illness Accelerated Death Benefit Rider* All plans
Accelerated Death Benefit Rider-Confined Care* Immediate Death Benefit Only",,,,
F&G,Unknown Product,15 days - 80 years.,,,,,,,,,,
Foresters,Unknown Product,18 - 80,,,,,,,,,,
Foresters,plan right whole life insurance,18 - 80,,,,,,,,,,
corebridge,Unknown Product,0 - 85,,,,,,,,,,
Transamerica,IUL,0 - 85,,,,,,,,,,
Transamerica,TERM,0 - 85,,,,,,,,,,
American Amicable,HOME PROTECTOR,"15-Year Level Premium = Ages 20 – 65
20-Year Level Premium = Ages 20 – 60
25-Year Level Premium = Ages 20 – 55
30-Year Level Premium = Ages 20 – 50
20-Year ROP = Ages 20 – 60
25-Year ROP = Ages 20 – 55
30-Year ROP = Ages 20 – 50","Modal Factors Monthly .088
Quarterly .262
Semi-Annual .519",$80.00 (fully commissionable),,,,"Non-ROP
As long as the policy is in force by payment of premiums, the proposed insured may convert the policy 
to any whole life or endowment insurance policy that the Company offers for conversion as of the 
effective date of the conversion. Conversion is allowed on or before the earlier of (a) the expiry date, 
(b) the policy anniversary following the insured’s attained age of 75, or (c) within five years from the 
policy date if later than the policy anniversary following the insured’s attained age of 75.
ROP
As long as the policy is in force by payment of premiums, the proposed insured may convert the policy 
to any whole life or endowment insurance policy that the Company offers for conversion as of the 
effective date of the conversion. Conversion is allowed on or before the earlier of the policy anniversary 
on which the level premium period ends or the policy anniversary with the insured’s age of 75.","Minimum Face Amount $25,000 face amount or $25.00 monthly premium (excluding riders), whichever is greater
Maximum Face Amount Ages 20 - 45 $500,000
Ages 46 - 65 $300,000",,"Rate Classes Unisex
Tobacco/Non-Tobacco",
American Amicable,SAFECARE TERM,"10-Year Level Premium = Ages 18 – 75
15-Year Level Premium = Ages 18 – 70
20-Year Level Premium = Ages 18 – 65
30-Year Level Premium = Ages 18 – 55
20-Year with ROP Rider = Ages 18 – 60
30-Year with ROP Rider = Ages 18 – 50","Premium Bands: Band 1 Face amounts $25,000 to $249,999
Band 2 Face amounts $250,000 to $500,000
Monthly .09
Quarterly .265
Semi-Annual .52",Policy Fee: $70 (fully commissionable),,,,"Non-ROP
As long as the policy is in force by payment of premiums, the proposed insured may convert the policy 
to any plan of whole life or endowment insurance that the Company offers for conversion as of the 
effective date of the conversion. Conversion is allowed on or before the earlier of (a) the expiry date; 
or (b) the policy anniversary following the insured’s attained age of 75; or (c) within five years from the 
policy date if later than the policy anniversary following the insured’s attained age of 75.
ROP
As long as the policy is in force by payment of premiums, the proposed insured may convert the policy to 
any plan of whole life or endowment insurance that the Company offers for conversion as of the effective 
date of theconversion. Conversion is allowed on or before the earlier of the policy anniversary on which 
the level premium period ends or the policy anniversary with the insured’s age of 75.","Minimum Face Amount: $25,000 face amount or $25.00 monthly premium (excluding riders), whichever 
is greater.
Maximum Face Amount: Ages 18 – 75 $500,000",,"Preferred Non-Tobacco
Standard Non-Tobacco
Standard Tobacco",
American Amicable,SecureLife Plus,"0 - 80 Non-Tobacco
18-80 Tobacco
18-80 Preferred Non-Tobacco","MODAL PREMIUMS Annual,
Semi-Annual
Quarterly
Bi-Weekly allotment
Monthly bank-draft are available(no modal factors)","policy fee = $84 annually (Commissionable)
Guaranteed is 2% in all states except California. The guaranteed interest rate in 
California is 3%.","PARTIAL SURRENDERS = 
Partial surrenders can be made on any monthly anniversary date after the first policy year. The minimum partial surrender amount is $500. A $25 fee will be charged for each partial surrender. A pro rata surrender charge will be deducted from the policy value at the time of any partial surrender based on the resulting reduction in the face amount.
SURRENDER CHARGE =
A surrender charge will be applied during the first fifteen (15) policy years and deducted from the policy value if the policy is surrendered, in whole, in part, or if the insured decreases the face amount. 
POLICY LOAN = 
The insured can request a policy loan at any time. The requested loan amount cannot exceed the accumulation value minus the surrender charge as of the requested date. ","Minimum Death Benefit: $2,500 ($5,000 in Washington)
Maximum Immediate Death Benefit: Ages 50 to 75: $50,000
Ages 76 to 85: $25,000
Maximum Graded Death Benefit: Ages 50 to 85: $25,000
Maximum Return of Premium Death Benefit: Ages 50 to 85: $25,000",,"ISSUE LIMITS Minimum: 
$10,000 Standard
$25,000 Washington & California Standard
$100,000 Preferred
Maximum: 
No stated maximum. Maximum face is determined by reinsurance treaty and 
proposed insured’s medical and financial qualifications.","Male or Female, Preferred, Non-Tobacco $100000, age = 18-80
Male or Female, Standard, Non-Tobacco $10000, age = 0-80
Male or Female, Tobacco $10000, age = 18-80",,"Male/Female
Tobacco/Non-Tobacco",
American Amicable,SENIOR CHOICE,50 - 85,"Premium Paying Period: To age 110
Modal Factors:
Monthly EFT 0.088
Quarterly 0.262
Semi-Annual 0.519",$30 (Commissionable),,"Immediate Death Benefit This plan is a simplified issue whole life policy with a level death benefit of 
100% of the face amount paid immediately.
Graded Death Benefit
This plan is a simplified issue whole life policy, which pays 30% of the 
selected face amount the first year, 70% paid the second year, and 100% paid 
the third and subsequent years. For all years, 100% paid for accidental death.
Return of Premium Benefit
This plan is a simplified issue whole life policy which pays a return of premium 
plus 10% interest for three years if under age 65 and two years if age 65 or 
older. 100% paid after the graded period. For all years, 100% paid for 
accidental death.","Grandchild Rider (also covers Great-grandchildren) All plans
Nursing Home Waiver of Premium Rider Immediate Death Benefit Only
Children's Insurance Agreement Not Available on ROP Plan
Accidental Death Benefit Agreement Not Available on ROP Plan","Terminal Illness Accelerated Death Benefit Rider* All plans
Accelerated Death Benefit Rider-Confined Care* Immediate Death Benefit Only",,,,
American Amicable,TERM MADE SIMPLE,"10 year level premium Ages 18 – 75
15 year level premium Ages 18 – 70
20 year level premium Ages 18 – 65
30 year level premium Ages 18 - 55","Minimum Issue Limits: $50,000 face amount or $20.00 monthly premium (excluding riders), 
whichever is greater.
Premium Bands: Band 1 Face amounts $50,000 to $249,999
Band 2 Face amounts $250,000 to $500,000",$70 Annually (fully commissionable),,,,"Monthly .09
Quarterly .265
Semi-Annual .52",,,"Preferred Non-Tobacco
Standard Non-Tobacco
Standard Tobacco",
